https://www.imdb.com/name/nm2604107	Wolf-Guido Grasenick was born on January 30, 1964. He is an actor, known for Schiri im Abseits (2007), Der Fahnder (1984) and Streit um Drei (1998).
https://www.imdb.com/name/nm0001873	Steven Zaillian was born on January 30, 1953 in Fresno, California, USA as Steven Ernest Bernard Zaillian. He is a writer and producer, known for Searching for Bobby Fischer (1993), Schindler's List (1993) and The Irishman (2019). He is married to Elizabeth Zaillian. They have two children.
https://www.imdb.com/name/nm12027010	Michal Kasprzak was born on January 30, 1985 as Michal Edward Kasprzak. He was an actor, known for M jak milosc (2000), Dziewczyny z Dubaju (2021) and Barwy szczescia (2007). He died on October 30, 2020.
https://www.imdb.com/name/nm11017764	Stefan Gemmel was born on January 30, 1970 in Morbach, Rhineland-Palatinate, Germany.
https://www.imdb.com/name/nm0014294	Barbara M. Ahren was born on January 30, 1950 in Salzburg, Austria. She is an actress, known for Anatomy (2000), Rote Rosen (2006) and Brandnacht (1992).
https://www.imdb.com/name/nm5021136	Evgeniy Rakhmanko was born on January 30, 1998 in Russia. He is an actor, known for Montevideo, Bog te video! (2012), Ierey-san. Ispoved samuraya (2015) and Samoubiytsy (2012).
https://www.imdb.com/name/nm1948103	Jussi Vatanen was born on January 30, 1978 in Sonkajärvi, Finland. He is an actor and writer, known for Man in Room 301 (2019), Tuntematon sotilas (2017) and Lapland Odyssey (2010).
https://www.imdb.com/name/nm3059129	Vanessa Gould was born on January 30, 1974 in Glen Cove, Long Island, New York, USA. She is known for her work on Between the Folds (2008), Obit. (2016) and Independent Lens (1999).
https://www.imdb.com/name/nm1944333	Veronika Janku was born on January 30, 1971 in Olomouc, Czechoslovakia. She is an actress, known for Teambuilding (2018), Three Brothers (2014) and Burning Bush (2013).
https://www.imdb.com/name/nm0781607	Ambros Seelos was born on January 30, 1935 in Töging am Inn, Bavaria, Germany. He was an actor and composer, known for La banda de los tres crisantemos (1970), Buster Ladd (1969) and Liebesgrüße aus der Lederhose 6: Eine Mutter namens Waldemar (1982). He was married to Margit. He died on August 3, 2015 in Mühldorf am Inn, Bavaria.
https://www.imdb.com/name/nm2697446	Scott Bateman was born on January 30, 1964. He is a producer and director, known for You, Your Brain, & You (2020), The Bateman Lectures on Depression (2018) and Atom Age Vampire (2009).
https://www.imdb.com/name/nm8951766	Vavra Bence was born on January 30, 1994 in Szeged, Hungary as Vavra Bence András. He is an actor, known for A hullamosó szerelme (2009), Screamers (2017) and A Dal (2012).
https://www.imdb.com/name/nm1793146	Megan Anderson was born on January 30, 1978 in Baltimore, Maryland, USA as Megan Lee Anderson. She is an actress, known for The Wire (2002), Makebelieve (2000) and Veep (2012). She is married to Kyle Prue. They have one child.
https://www.imdb.com/name/nm2196924	Gianluca Grecchi was born on January 30, 1997. He is an actor, known for Raccontami (2006), Al di là del lago (2009) and Don Matteo (2000).
https://www.imdb.com/name/nm0550203	Steve Marriott was a child actor, noted for playing both Oliver and The Artful Dodger in Lionel Bart's stage production, Oliver! He is featured on the soundtrack album. Steve, however, reached the giddy heights of international stardom as lead singer/guitarist with 60s UK soul/pop group, The Small Faces, attaining a UK no.1 hit with All Or Nothing, plus several other hits, including Sha La La La Lee, Lazy Sunday, Itchycoo Park and Tin Soldier. After the break-up of The Small Faces, Steve fronted rockers Humble Pie, writing their biggest hit, Natural Born Boogie. Steve tragically died in a fire at his home in April 1991.
https://www.imdb.com/name/nm2757001	"Will C BioOn the dare Will C took the stage at The World Famous Comedy Store in La Jolla, CA in the spring of 1995, caught the comedy bug and never looked backWill C has traveled the country as a road comic and has performed all over the United States and Canada. With his quick wit, over the top goofiness, and his ability to relate to his audiences, Will has become a favorite at clubs, colleges, and military bases everywhere.He was the runner up in the Southwest Comedy Competition in 2004 and a finalist again in 2005, that same year 2005 he was voted funniest comic in Kansas City by All Comedy Radio. In 2006 he won Best of the Fest at the Calgary Comedy Festival, 2010 he was voted into the finals of the Boston Comedy Festival Competition, and in 2011 was chosen Best of the Fest at the Eagle Rock Comedy Festival out of 160 comics in Los Angeles.Also a talented actor who was taught by the amazing Marty Pope, you've seen Will C in such great hits as Yes Man, Seven Pounds, Never Surrender, Article 99, and Mr. and Mrs. Bridge. He has just wrapped shooting Inherent Vice, Wizards Dream, The Vatican Files, Purge 2, Murder of a Cat, Gone Girl, and Revival!.Will C has been featured on such great shows like, Hello Ladies, Ragtag, Kill Em' All, Wendall and Vinnie, Monk, Numb3rs, Knight Rider, MANswers, Family Jewels, Storage Hunters, and the list goes on and on.Will C has been in numerous commercials, too many to list here, and is a talented improvisational actor as well having been trained by the great Linda Williams of Comedy Sportz.Will C toured with The Monsters of Comedy in 2010, traveling the United States and Canada, and in 2011 and 2012 he toured with the GIs of Comedy where he brought laughter to the troops around the world.Will C is a proud veteran and founded the Veterans of Comedy in 2014 where he will continue performing and raising awareness for the troops. With their motto "No Laugh Left Behind", they hope to help bridge the gap between soldier and civilian life by using laughter as the foundation.Will C makes his home in Los Angeles, CA where he is a regular at the Improv, The Laugh Factory, The World Famous Comedy Store, and The Icehouse in Pasadena.His new CD "Weighting to Inhale" has been released and is available wherever fine comedy is sold."
